season,lg,player,player_id,age,team,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl
2022,NBA,Tyrese Haliburton,halibty01,21.0,SAC,SG,51,51.0,1757.0,268,586,0.457,104.0,252.0,0.413,164.0,334.0,0.491,0.546,87,104,0.837,39.0,160.0,199.0,379,86.0,34.0,115.0,71.0,727,0.0
2022,NBA,Tyrese Haliburton,halibty01,21.0,IND,PG,26,26.0,938.0,162,323,0.502,57.0,137.0,0.416,105.0,186.0,0.565,0.59,73,86,0.849,22.0,90.0,112.0,249,48.0,15.0,84.0,50.0,454,0.0
2022,NBA,Tyler Hall,hallty01,24.0,NYK,SG,1,0.0,2.0,0,0,,0.0,0.0,,0.0,0.0,,,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2022,NBA,R.J. Hampton,hamptrj01,20.0,ORL,SG,64,14.0,1402.0,175,457,0.383,64.0,183.0,0.35,111.0,274.0,0.405,0.453,75,117,0.641,23.0,171.0,194.0,158,42.0,13.0,87.0,101.0,489,0.0
2022,NBA,Tim Hardaway Jr.,hardati02,29.0,DAL,SG,42,20.0,1245.0,209,530,0.394,102.0,304.0,0.336,107.0,226.0,0.473,0.491,78,103,0.757,13.0,143.0,156.0,92,38.0,6.0,34.0,74.0,598,0.0
2022,NBA,James Harden,hardeja01,32.0,2TM,PG,65,65.0,2419.0,407,992,0.41,148.0,448.0,0.33,259.0,544.0,0.476,0.485,470,536,0.877,55.0,445.0,500.0,667,82.0,36.0,284.0,153.0,1432,11.0
2022,NBA,James Harden,hardeja01,32.0,BRK,PG,44,44.0,1627.0,292,706,0.414,102.0,307.0,0.332,190.0,399.0,0.476,0.486,304,350,0.869,42.0,309.0,351.0,447,56.0,31.0,212.0,105.0,990,9.0
2022,NBA,James Harden,hardeja01,32.0,PHI,PG,21,21.0,792.0,115,286,0.402,46.0,141.0,0.326,69.0,145.0,0.476,0.483,166,186,0.892,13.0,136.0,149.0,220,26.0,5.0,72.0,48.0,442,2.0
2022,NBA,Maurice Harkless,harklma01,28.0,SAC,SF,47,24.0,863.0,83,181,0.459,31.0,101.0,0.307,52.0,80.0,0.65,0.544,20,28,0.714,12.0,100.0,112.0,23,29.0,24.0,31.0,77.0,217,0.0
2022,NBA,Jared Harper,harpeja01,24.0,NOP,PG,5,0.0,43.0,14,26,0.538,5.0,12.0,0.417,9.0,14.0,0.643,0.635,4,4,1.0,2.0,0.0,2.0,14,4.0,1.0,2.0,5.0,37,0.0
2022,NBA,Montrezl Harrell,harremo01,28.0,2TM,C,71,3.0,1641.0,358,555,0.645,4.0,17.0,0.235,354.0,538.0,0.658,0.649,212,296,0.716,149.0,282.0,431.0,145,29.0,43.0,72.0,137.0,932,0.0
2022,NBA,Montrezl Harrell,harremo01,28.0,WAS,C,46,3.0,1117.0,247,383,0.645,4.0,15.0,0.267,243.0,368.0,0.66,0.65,149,205,0.727,96.0,213.0,309.0,96,18.0,31.0,50.0,88.0,647,0.0
2022,NBA,Montrezl Harrell,harremo01,28.0,CHO,C,25,0.0,524.0,111,172,0.645,0.0,2.0,0.0,111.0,170.0,0.653,0.645,63,91,0.692,53.0,69.0,122.0,49,11.0,12.0,22.0,49.0,285,0.0
2022,NBA,Gary Harris,harriga01,27.0,ORL,SG,61,30.0,1730.0,240,553,0.434,116.0,302.0,0.384,124.0,251.0,0.494,0.539,83,95,0.874,36.0,86.0,122.0,108,59.0,9.0,61.0,112.0,679,0.0
2022,NBA,Joe Harris,harrijo01,30.0,BRK,SF,14,14.0,423.0,56,124,0.452,41.0,88.0,0.466,15.0,36.0,0.417,0.617,5,6,0.833,5.0,51.0,56.0,14,7.0,2.0,16.0,31.0,158,0.0
2022,NBA,Shaquille Harrison,harrish01,28.0,BRK,SG,2,0.0,23.0,2,6,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0,0,,1.0,3.0,4.0,3,1.0,1.0,2.0,3.0,4,0.0
2022,NBA,Tobias Harris,harrito02,29.0,PHI,PF,73,73.0,2543.0,493,1022,0.482,101.0,275.0,0.367,392.0,747.0,0.525,0.532,170,202,0.842,77.0,419.0,496.0,252,47.0,43.0,116.0,164.0,1257,1.0
2022,NBA,Isaiah Hartenstein,harteis01,23.0,LAC,C,68,0.0,1216.0,229,366,0.626,14.0,30.0,0.467,215.0,336.0,0.64,0.645,91,132,0.689,117.0,215.0,332.0,160,50.0,77.0,84.0,167.0,563,0.0
2022,NBA,Josh Hart,hartjo01,26.0,2TM,SG,54,53.0,1791.0,287,569,0.504,73.0,213.0,0.343,214.0,356.0,0.601,0.569,160,211,0.758,62.0,326.0,388.0,224,61.0,13.0,114.0,150.0,807,0.0
2022,NBA,Josh Hart,hartjo01,26.0,NOP,SG,41,40.0,1374.0,195,386,0.505,42.0,130.0,0.323,153.0,256.0,0.598,0.56,116,154,0.753,53.0,265.0,318.0,168,45.0,11.0,81.0,118.0,548,0.0
2022,NBA,Josh Hart,hartjo01,26.0,POR,SG,13,13.0,417.0,92,183,0.503,31.0,83.0,0.373,61.0,100.0,0.61,0.587,44,57,0.772,9.0,61.0,70.0,56,16.0,2.0,33.0,32.0,259,0.0
2022,NBA,Udonis Haslem,hasleud01,41.0,MIA,C,13,0.0,83.0,14,31,0.452,1.0,4.0,0.25,13.0,27.0,0.481,0.468,3,3,1.0,4.0,21.0,25.0,4,1.0,1.0,5.0,15.0,32,0.0
2022,NBA,Sam Hauser,hausesa01,24.0,BOS,SF,26,0.0,158.0,23,50,0.46,19.0,44.0,0.432,4.0,6.0,0.667,0.65,0,0,,5.0,24.0,29.0,10,1.0,2.0,2.0,7.0,65,0.0
2022,NBA,Jaxson Hayes,hayesja02,21.0,NOP,C,70,28.0,1398.0,245,398,0.616,20.0,57.0,0.351,225.0,341.0,0.66,0.641,144,188,0.766,115.0,200.0,315.0,43,33.0,55.0,54.0,155.0,654,0.0
2022,NBA,Killian Hayes,hayeski01,20.0,DET,PG,66,40.0,1647.0,176,459,0.383,44.0,167.0,0.263,132.0,292.0,0.452,0.431,57,74,0.77,36.0,174.0,210.0,277,78.0,35.0,111.0,183.0,453,0.0
2022,NBA,Gordon Hayward,haywago01,31.0,CHO,SF,49,48.0,1564.0,283,617,0.459,86.0,220.0,0.391,197.0,397.0,0.496,0.528,126,149,0.846,38.0,186.0,224.0,177,47.0,22.0,81.0,85.0,778,0.0
2022,NBA,Aaron Henry,henryaa01,22.0,PHI,SF,6,0.0,17.0,1,5,0.2,0.0,1.0,0.0,1.0,4.0,0.25,0.2,0,0,,0.0,1.0,1.0,0,0.0,2.0,2.0,2.0,2,0.0
2022,NBA,Juancho Hernangómez,hernaju01,26.0,3TM,PF,40,9.0,445.0,44,106,0.415,24.0,69.0,0.348,20.0,37.0,0.541,0.528,19,34,0.559,28.0,72.0,100.0,20,14.0,10.0,16.0,25.0,131,0.0
2022,NBA,Juancho Hernangómez,hernaju01,26.0,BOS,PF,18,0.0,96.0,5,27,0.185,3.0,18.0,0.167,2.0,9.0,0.222,0.241,6,9,0.667,9.0,16.0,25.0,3,4.0,2.0,6.0,7.0,19,0.0
2022,NBA,Juancho Hernangómez,hernaju01,26.0,SAS,PF,5,0.0,51.0,2,6,0.333,0.0,3.0,0.0,2.0,3.0,0.667,0.333,3,4,0.75,4.0,11.0,15.0,3,1.0,1.0,2.0,0.0,7,0.0
2022,NBA,Juancho Hernangómez,hernaju01,26.0,UTA,PF,17,9.0,298.0,37,73,0.507,21.0,48.0,0.438,16.0,25.0,0.64,0.651,10,21,0.476,15.0,45.0,60.0,14,9.0,7.0,8.0,18.0,105,0.0
2022,NBA,Willy Hernangómez,hernawi01,27.0,NOP,C,50,8.0,839.0,170,327,0.52,4.0,12.0,0.333,166.0,315.0,0.527,0.526,109,141,0.773,143.0,195.0,338.0,63,21.0,19.0,51.0,97.0,453,0.0
2022,NBA,Tyler Herro,herroty01,22.0,MIA,SG,66,10.0,2151.0,501,1122,0.447,175.0,439.0,0.399,326.0,683.0,0.477,0.525,190,219,0.868,32.0,297.0,329.0,263,44.0,8.0,174.0,95.0,1367,0.0
2022,NBA,Buddy Hield,hieldbu01,29.0,2TM,SG,81,32.0,2499.0,446,1098,0.406,262.0,716.0,0.366,184.0,382.0,0.482,0.526,111,127,0.874,66.0,287.0,353.0,229,73.0,25.0,153.0,184.0,1265,0.0
2022,NBA,Buddy Hield,hieldbu01,29.0,SAC,SG,55,6.0,1574.0,265,693,0.382,182.0,495.0,0.368,83.0,198.0,0.419,0.514,80,92,0.87,43.0,178.0,221.0,105,48.0,15.0,90.0,113.0,792,0.0
2022,NBA,Buddy Hield,hieldbu01,29.0,IND,SG,26,26.0,925.0,181,405,0.447,80.0,221.0,0.362,101.0,184.0,0.549,0.546,31,35,0.886,23.0,109.0,132.0,124,25.0,10.0,63.0,71.0,473,0.0
2022,NBA,Haywood Highsmith,highsha01,25.0,MIA,SF,19,1.0,163.0,16,46,0.348,9.0,28.0,0.321,7.0,18.0,0.389,0.446,2,5,0.4,10.0,16.0,26.0,6,2.0,3.0,3.0,13.0,43,0.0
2022,NBA,George Hill,hillge01,35.0,MIL,PG,54,17.0,1253.0,118,275,0.429,41.0,134.0,0.306,77.0,141.0,0.546,0.504,57,62,0.919,38.0,117.0,155.0,120,42.0,6.0,41.0,70.0,334,0.0
2022,NBA,Malcolm Hill,hillma01,26.0,2TM,SG,19,0.0,212.0,24,52,0.462,13.0,36.0,0.361,11.0,16.0,0.688,0.587,11,14,0.786,11.0,24.0,35.0,8,7.0,3.0,3.0,24.0,72,0.0
2022,NBA,Malcolm Hill,hillma01,26.0,ATL,SG,3,0.0,46.0,5,8,0.625,3.0,5.0,0.6,2.0,3.0,0.667,0.813,4,4,1.0,2.0,4.0,6.0,1,4.0,1.0,0.0,7.0,17,0.0
2022,NBA,Malcolm Hill,hillma01,26.0,CHI,SF,16,0.0,166.0,19,44,0.432,10.0,31.0,0.323,9.0,13.0,0.692,0.545,7,10,0.7,9.0,20.0,29.0,7,3.0,2.0,3.0,17.0,55,0.0
2022,NBA,Solomon Hill,hillso01,30.0,ATL,SF,13,1.0,139.0,3,20,0.15,2.0,13.0,0.154,1.0,7.0,0.143,0.2,0,0,,6.0,17.0,23.0,12,4.0,2.0,1.0,16.0,8,0.0
2022,NBA,Nate Hinton,hintona01,22.0,IND,SG,2,0.0,2.0,0,1,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0,0,,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
2022,NBA,Jaylen Hoard,hoardja01,22.0,OKC,SF,7,5.0,240.0,44,90,0.489,9.0,25.0,0.36,35.0,65.0,0.538,0.539,6,14,0.429,30.0,54.0,84.0,17,6.0,5.0,8.0,14.0,103,0.0
2022,NBA,Aaron Holiday,holidaa01,25.0,2TM,PG,63,15.0,1021.0,151,338,0.447,39.0,103.0,0.379,112.0,235.0,0.477,0.504,59,68,0.868,24.0,98.0,122.0,153,42.0,9.0,67.0,92.0,400,0.0
2022,NBA,Aaron Holiday,holidaa01,25.0,WAS,PG,41,14.0,663.0,100,214,0.467,23.0,67.0,0.343,77.0,147.0,0.524,0.521,28,35,0.8,9.0,58.0,67.0,78,24.0,9.0,39.0,60.0,251,0.0
2022,NBA,Aaron Holiday,holidaa01,25.0,PHO,PG,22,1.0,358.0,51,124,0.411,16.0,36.0,0.444,35.0,88.0,0.398,0.476,31,33,0.939,15.0,40.0,55.0,75,18.0,0.0,28.0,32.0,149,0.0
2022,NBA,Jrue Holiday,holidjr01,31.0,MIL,PG,67,64.0,2207.0,478,954,0.501,132.0,321.0,0.411,346.0,633.0,0.547,0.57,137,180,0.761,69.0,232.0,301.0,457,108.0,29.0,183.0,133.0,1225,0.0
2022,NBA,Justin Holiday,holidju01,32.0,2TM,SF,74,65.0,2057.0,261,662,0.394,177.0,482.0,0.367,84.0,180.0,0.467,0.528,50,62,0.806,29.0,161.0,190.0,128,57.0,33.0,70.0,154.0,749,0.0
2022,NBA,Justin Holiday,holidju01,32.0,IND,SF,49,40.0,1416.0,190,458,0.415,127.0,336.0,0.378,63.0,122.0,0.516,0.553,34,41,0.829,18.0,117.0,135.0,90,36.0,18.0,49.0,105.0,541,0.0
2022,NBA,Justin Holiday,holidju01,32.0,SAC,SG,25,25.0,641.0,71,204,0.348,50.0,146.0,0.342,21.0,58.0,0.362,0.471,16,21,0.762,11.0,44.0,55.0,38,21.0,15.0,21.0,49.0,208,0.0
2022,NBA,Richaun Holmes,holmeri01,28.0,SAC,C,45,37.0,1074.0,198,300,0.66,2.0,5.0,0.4,196.0,295.0,0.664,0.663,70,90,0.778,93.0,224.0,317.0,48,17.0,41.0,56.0,128.0,468,0.0
2022,NBA,Rodney Hood,hoodro01,29.0,2TM,SF,52,0.0,709.0,58,157,0.369,30.0,91.0,0.33,28.0,66.0,0.424,0.465,17,19,0.895,15.0,62.0,77.0,38,15.0,6.0,11.0,31.0,163,0.0
2022,NBA,Rodney Hood,hoodro01,29.0,MIL,PF,39,0.0,581.0,46,131,0.351,24.0,80.0,0.3,22.0,51.0,0.431,0.443,13,14,0.929,13.0,54.0,67.0,30,12.0,4.0,7.0,27.0,129,0.0
2022,NBA,Rodney Hood,hoodro01,29.0,LAC,SF,13,0.0,128.0,12,26,0.462,6.0,11.0,0.545,6.0,15.0,0.4,0.577,4,5,0.8,2.0,8.0,10.0,8,3.0,2.0,4.0,4.0,34,0.0
2022,NBA,Scotty Hopson,hopsosc01,32.0,OKC,SG,1,0.0,18.0,2,4,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0,0,,0.0,1.0,1.0,1,0.0,0.0,2.0,1.0,4,0.0
2022,NBA,Al Horford,horfoal01,35.0,BOS,C,69,69.0,2005.0,266,569,0.467,89.0,265.0,0.336,177.0,304.0,0.582,0.546,80,95,0.842,108.0,422.0,530.0,232,49.0,92.0,65.0,130.0,701,0.0
2022,NBA,Talen Horton-Tucker,hortota01,21.0,LAL,SG,60,19.0,1511.0,224,538,0.416,49.0,182.0,0.269,175.0,356.0,0.492,0.462,100,125,0.8,37.0,156.0,193.0,159,59.0,29.0,82.0,148.0,597,0.0
2022,NBA,Danuel House Jr.,houseda01,28.0,3TM,SF,42,7.0,727.0,80,198,0.404,44.0,117.0,0.376,36.0,81.0,0.444,0.515,44,58,0.759,18.0,93.0,111.0,44,21.0,17.0,33.0,51.0,248,0.0
2022,NBA,Danuel House Jr.,houseda01,28.0,HOU,SF,16,1.0,233.0,25,74,0.338,10.0,34.0,0.294,15.0,40.0,0.375,0.405,17,19,0.895,4.0,39.0,43.0,19,5.0,5.0,18.0,16.0,77,0.0
2022,NBA,Danuel House Jr.,houseda01,28.0,NYK,SF,1,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2022,NBA,Danuel House Jr.,houseda01,28.0,UTA,SF,25,6.0,491.0,55,123,0.447,34.0,82.0,0.415,21.0,41.0,0.512,0.585,27,39,0.692,14.0,54.0,68.0,25,16.0,12.0,15.0,35.0,171,0.0
2022,NBA,Dwight Howard,howardw01,36.0,LAL,C,60,27.0,971.0,134,219,0.612,8.0,15.0,0.533,126.0,204.0,0.618,0.63,96,146,0.658,118.0,238.0,356.0,35,34.0,36.0,47.0,115.0,372,0.0
2022,NBA,Markus Howard,howarma02,22.0,DEN,SG,31,0.0,176.0,39,101,0.386,28.0,70.0,0.4,11.0,31.0,0.355,0.525,20,23,0.87,2.0,10.0,12.0,7,9.0,0.0,7.0,17.0,126,0.0
2022,NBA,Kevin Huerter,huertke01,23.0,ATL,SF,74,60.0,2188.0,345,760,0.454,160.0,411.0,0.389,185.0,349.0,0.53,0.559,42,52,0.808,32.0,222.0,254.0,203,55.0,26.0,91.0,185.0,892,0.0
2022,NBA,Jay Huff,huffja01,23.0,LAL,C,4,0.0,20.0,0,3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,,1.0,3.0,4.0,1,1.0,1.0,1.0,1.0,0,0.0
2022,NBA,Elijah Hughes,hugheel01,23.0,2TM,SG,36,4.0,434.0,47,144,0.326,25.0,95.0,0.263,22.0,49.0,0.449,0.413,7,9,0.778,6.0,52.0,58.0,22,14.0,8.0,17.0,39.0,126,0.0
2022,NBA,Elijah Hughes,hugheel01,23.0,UTA,SF,14,1.0,112.0,15,36,0.417,10.0,28.0,0.357,5.0,8.0,0.625,0.556,3,3,1.0,2.0,15.0,17.0,6,4.0,1.0,7.0,7.0,43,0.0
2022,NBA,Elijah Hughes,hugheel01,23.0,POR,SG,22,3.0,322.0,32,108,0.296,15.0,67.0,0.224,17.0,41.0,0.415,0.366,4,6,0.667,4.0,37.0,41.0,16,10.0,7.0,10.0,32.0,83,0.0
2022,NBA,De'Andre Hunter,huntede01,24.0,ATL,SF,53,52.0,1577.0,254,575,0.442,74.0,195.0,0.379,180.0,380.0,0.474,0.506,127,166,0.765,26.0,150.0,176.0,68,36.0,21.0,69.0,155.0,709,0.0
2022,NBA,Feron Hunt,huntfe01,22.0,NYK,SF,2,0.0,8.0,0,2,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0,0,,1.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0,0.0
2022,NBA,Chandler Hutchison,hutchch01,25.0,PHO,SF,6,0.0,22.0,1,2,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,2,2,1.0,0.0,5.0,5.0,2,0.0,0.0,4.0,1.0,4,0.0
2022,NBA,Bones Hyland,hylanbo01,21.0,DEN,SG,69,4.0,1310.0,230,571,0.403,131.0,358.0,0.366,99.0,213.0,0.465,0.518,107,125,0.856,14.0,174.0,188.0,191,41.0,20.0,86.0,153.0,698,0.0
2022,NBA,Serge Ibaka,ibakase01,32.0,2TM,C,54,12.0,877.0,148,296,0.5,37.0,99.0,0.374,111.0,197.0,0.563,0.563,32,44,0.727,62.0,188.0,250.0,49,11.0,33.0,43.0,102.0,365,0.0
2022,NBA,Serge Ibaka,ibakase01,32.0,LAC,C,35,10.0,538.0,94,192,0.49,24.0,62.0,0.387,70.0,130.0,0.538,0.552,20,29,0.69,40.0,110.0,150.0,36,7.0,26.0,33.0,56.0,232,0.0
2022,NBA,Serge Ibaka,ibakase01,32.0,MIL,C,19,2.0,339.0,54,104,0.519,13.0,37.0,0.351,41.0,67.0,0.612,0.582,12,15,0.8,22.0,78.0,100.0,13,4.0,7.0,10.0,46.0,133,0.0
2022,NBA,Andre Iguodala,iguodan01,38.0,GSW,SF,31,0.0,603.0,46,121,0.38,17.0,74.0,0.23,29.0,47.0,0.617,0.45,15,20,0.75,21.0,79.0,100.0,114,27.0,22.0,28.0,34.0,124,0.0
2022,NBA,Joe Ingles,inglejo01,34.0,UTA,SF,45,15.0,1122.0,115,285,0.404,78.0,225.0,0.347,37.0,60.0,0.617,0.54,17,22,0.773,12.0,119.0,131.0,158,23.0,5.0,46.0,82.0,325,0.0
2022,NBA,Brandon Ingram,ingrabr01,24.0,NOP,SF,55,55.0,1869.0,453,983,0.461,74.0,226.0,0.327,379.0,757.0,0.501,0.498,266,322,0.826,35.0,285.0,320.0,307,34.0,26.0,151.0,119.0,1246,0.0
2022,NBA,Kyrie Irving,irvinky01,29.0,BRK,PG,29,29.0,1091.0,289,616,0.469,100.0,239.0,0.418,189.0,377.0,0.501,0.55,118,129,0.915,16.0,111.0,127.0,167,41.0,17.0,73.0,81.0,796,0.0
2022,NBA,Wes Iwundu,iwundwe01,27.0,ATL,SF,3,1.0,82.0,8,18,0.444,3.0,5.0,0.6,5.0,13.0,0.385,0.528,3,4,0.75,3.0,10.0,13.0,0,1.0,0.0,1.0,8.0,22,0.0
2022,NBA,Frank Jackson,jacksfr01,23.0,DET,PG,53,7.0,1164.0,194,483,0.402,86.0,279.0,0.308,108.0,204.0,0.529,0.491,86,104,0.827,19.0,68.0,87.0,55,27.0,9.0,38.0,89.0,560,0.0
2022,NBA,Isaiah Jackson,jacksis01,20.0,IND,C,36,15.0,541.0,116,206,0.563,5.0,16.0,0.313,111.0,190.0,0.584,0.575,60,88,0.682,60.0,89.0,149.0,10,25.0,52.0,40.0,92.0,297,0.0
2022,NBA,Jaren Jackson Jr.,jacksja02,22.0,MEM,PF,78,78.0,2126.0,430,1036,0.415,128.0,401.0,0.319,302.0,635.0,0.476,0.477,284,345,0.823,119.0,335.0,454.0,86,73.0,177.0,130.0,272.0,1272,0.0
2022,NBA,Josh Jackson,jacksjo02,24.0,2TM,SF,51,3.0,830.0,120,300,0.4,33.0,130.0,0.254,87.0,170.0,0.512,0.455,55,77,0.714,21.0,120.0,141.0,54,26.0,22.0,47.0,88.0,328,0.0
2022,NBA,Josh Jackson,jacksjo02,24.0,DET,SF,39,3.0,707.0,103,251,0.41,30.0,113.0,0.265,73.0,138.0,0.529,0.47,40,56,0.714,17.0,106.0,123.0,49,21.0,18.0,38.0,71.0,276,0.0
2022,NBA,Josh Jackson,jacksjo02,24.0,SAC,SF,12,0.0,123.0,17,49,0.347,3.0,17.0,0.176,14.0,32.0,0.438,0.378,15,21,0.714,4.0,14.0,18.0,5,5.0,4.0,9.0,17.0,52,0.0
2022,NBA,Justin Jackson,jacksju01,26.0,2TM,SF,7,0.0,37.0,5,15,0.333,3.0,9.0,0.333,2.0,6.0,0.333,0.433,2,2,1.0,1.0,6.0,7.0,2,0.0,0.0,1.0,3.0,15,0.0
2022,NBA,Justin Jackson,jacksju01,26.0,BOS,SF,1,0.0,2.0,0,1,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0
2022,NBA,Justin Jackson,jacksju01,26.0,PHO,SF,6,0.0,35.0,5,14,0.357,3.0,9.0,0.333,2.0,5.0,0.4,0.464,0,0,,1.0,6.0,7.0,2,0.0,0.0,1.0,3.0,13,0.0
2022,NBA,Reggie Jackson,jacksre01,31.0,LAC,SG,75,75.0,2337.0,479,1222,0.392,167.0,512.0,0.326,312.0,710.0,0.439,0.46,138,163,0.847,39.0,232.0,271.0,359,55.0,15.0,173.0,159.0,1263,0.0
2022,NBA,LeBron James,jamesle01,37.0,LAL,C,56,56.0,2084.0,640,1221,0.524,161.0,448.0,0.359,479.0,773.0,0.62,0.59,254,336,0.756,63.0,396.0,459.0,349,73.0,59.0,196.0,121.0,1695,6.0
2022,NBA,DeJon Jarreau,jarrede01,24.0,IND,SG,1,0.0,1.0,0,0,,0.0,0.0,,0.0,0.0,,,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2022,NBA,DaQuan Jeffries,jeffrda01,24.0,MEM,SG,3,0.0,9.0,1,2,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0,0,,0.0,2.0,2.0,1,0.0,0.0,0.0,1.0,2,0.0
2022,NBA,Ty Jerome,jeromty01,24.0,OKC,SG,48,4.0,801.0,124,328,0.378,54.0,186.0,0.29,70.0,142.0,0.493,0.46,38,47,0.809,19.0,59.0,78.0,109,30.0,5.0,37.0,73.0,340,0.0
2022,NBA,Isaiah Joe,joeis01,22.0,PHI,SG,55,1.0,609.0,62,177,0.35,45.0,135.0,0.333,17.0,42.0,0.405,0.477,29,31,0.935,6.0,50.0,56.0,35,14.0,3.0,19.0,47.0,198,0.0
2022,NBA,Alize Johnson,johnsal02,25.0,3TM,PF,23,0.0,167.0,17,39,0.436,0.0,4.0,0.0,17.0,35.0,0.486,0.436,7,12,0.583,28.0,33.0,61.0,9,5.0,0.0,12.0,18.0,41,0.0
2022,NBA,Alize Johnson,johnsal02,25.0,CHI,PF,16,0.0,121.0,12,23,0.522,0.0,2.0,0.0,12.0,21.0,0.571,0.522,4,7,0.571,16.0,20.0,36.0,8,3.0,0.0,8.0,15.0,28,0.0
2022,NBA,Alize Johnson,johnsal02,25.0,WAS,PF,3,0.0,18.0,2,6,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0,1,0.0,5.0,7.0,12.0,0,0.0,0.0,3.0,0.0,4,0.0
2022,NBA,Alize Johnson,johnsal02,25.0,NOP,PF,4,0.0,28.0,3,10,0.3,0.0,0.0,,3.0,10.0,0.3,0.3,3,4,0.75,7.0,6.0,13.0,1,2.0,0.0,1.0,3.0,9,0.0
2022,NBA,B.J. Johnson,johnsbj01,26.0,ORL,SF,4,0.0,65.0,11,25,0.44,4.0,10.0,0.4,7.0,15.0,0.467,0.52,0,0,,6.0,9.0,15.0,0,0.0,1.0,0.0,4.0,26,0.0
2022,NBA,Cameron Johnson,johnsca02,25.0,PHO,PF,66,16.0,1730.0,279,607,0.46,166.0,391.0,0.425,113.0,216.0,0.523,0.596,98,114,0.86,42.0,231.0,273.0,99,57.0,16.0,47.0,113.0,822,0.0
2022,NBA,David Johnson,johnsda08,20.0,TOR,SG,2,0.0,2.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2022,NBA,James Johnson,johnsja01,34.0,BRK,PF,62,10.0,1191.0,144,307,0.469,23.0,85.0,0.271,121.0,222.0,0.545,0.507,29,55,0.527,51.0,164.0,215.0,130,30.0,34.0,48.0,162.0,340,0.0
2022,NBA,Jalen Johnson,johnsja05,20.0,ATL,PF,22,0.0,120.0,22,41,0.537,3.0,13.0,0.231,19.0,28.0,0.679,0.573,5,7,0.714,2.0,24.0,26.0,3,3.0,2.0,9.0,9.0,52,0.0
2022,NBA,Joe Johnson,johnsjo02,40.0,BOS,SG,1,0.0,2.0,1,1,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0
2022,NBA,Keldon Johnson,johnske04,22.0,SAS,SF,75,74.0,2392.0,471,1011,0.466,159.0,399.0,0.398,312.0,612.0,0.51,0.545,177,234,0.756,80.0,377.0,457.0,158,58.0,14.0,92.0,148.0,1278,0.0
2022,NBA,Keon Johnson,johnske07,19.0,2TM,SG,37,12.0,697.0,96,272,0.353,34.0,100.0,0.34,62.0,172.0,0.36,0.415,41,51,0.804,24.0,57.0,81.0,76,28.0,12.0,46.0,69.0,267,0.0
2022,NBA,Keon Johnson,johnske07,19.0,LAC,SG,15,0.0,135.0,17,51,0.333,3.0,11.0,0.273,14.0,40.0,0.35,0.363,16,21,0.762,6.0,15.0,21.0,13,7.0,2.0,7.0,21.0,53,0.0
2022,NBA,Keon Johnson,johnske07,19.0,POR,SG,22,12.0,562.0,79,221,0.357,31.0,89.0,0.348,48.0,132.0,0.364,0.428,25,30,0.833,18.0,42.0,60.0,63,21.0,10.0,39.0,48.0,214,0.0
2022,NBA,Stanley Johnson,johnsst04,25.0,LAL,PF,48,27.0,1094.0,117,251,0.466,33.0,105.0,0.314,84.0,146.0,0.575,0.532,53,74,0.716,34.0,121.0,155.0,80,43.0,14.0,35.0,109.0,320,0.0
2022,NBA,Tyler Johnson,johnsty01,29.0,2TM,PG,6,0.0,91.0,6,20,0.3,5.0,13.0,0.385,1.0,7.0,0.143,0.425,0,0,,3.0,9.0,12.0,7,3.0,3.0,2.0,7.0,17,0.0
2022,NBA,Tyler Johnson,johnsty01,29.0,PHI,PG,3,0.0,38.0,4,10,0.4,3.0,7.0,0.429,1.0,3.0,0.333,0.55,0,0,,1.0,5.0,6.0,2,1.0,1.0,1.0,4.0,11,0.0
