season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2022,NBA,Herbert Jones,joneshe01,23.0,NOP,PF,78,69.0,2335,4.2,8.9,0.476,0.9,2.6,0.337,3.3,6.3,0.533,0.525,2.1,2.5,0.84,1.5,3.1,4.6,2.6,2.0,0.9,1.5,3.7,11.4
2022,NBA,Jemerrio Jones,jonesje01,26.0,LAL,SF,2,0.0,15,4.8,7.2,0.667,0.0,0.0,,4.8,7.2,0.667,0.667,0.0,0.0,,4.8,2.4,7.2,0.0,2.4,0.0,0.0,4.8,9.6
2022,NBA,Kai Jones,joneska01,21.0,CHO,C,21,0.0,63,5.1,8.0,0.643,0.6,1.1,0.5,4.6,6.9,0.667,0.679,1.7,4.6,0.375,1.7,4.6,6.3,2.3,0.6,1.1,3.4,4.6,12.6
2022,NBA,Mason Jones,jonesma05,23.0,LAL,SG,4,0.0,51,4.9,10.6,0.467,0.7,2.8,0.25,4.2,7.8,0.545,0.5,8.5,10.6,0.8,0.7,6.4,7.1,2.8,1.4,0.0,0.7,5.6,19.1
2022,NBA,Tre Jones,jonestr01,22.0,SAS,PG,69,11.0,1148,5.2,10.6,0.49,0.3,1.6,0.196,4.9,9.0,0.542,0.504,2.2,2.9,0.78,0.9,4.0,4.9,7.3,1.3,0.2,1.4,2.4,13.0
2022,NBA,Tyus Jones,jonesty01,25.0,MEM,PG,73,23.0,1549,5.8,12.8,0.451,1.9,4.8,0.39,3.9,8.1,0.487,0.524,1.3,1.5,0.818,0.4,3.7,4.1,7.5,1.5,0.0,1.1,0.7,14.7
2022,NBA,DeAndre Jordan,jordade01,33.0,2TM,C,48,20.0,622,5.3,8.3,0.643,0.0,0.0,,5.3,8.3,0.643,0.643,1.3,2.3,0.55,4.8,10.5,15.3,1.2,0.7,2.0,2.1,4.1,11.9
2022,NBA,DeAndre Jordan,jordade01,33.0,LAL,C,32,19.0,408,5.3,7.9,0.674,0.0,0.0,,5.3,7.9,0.674,0.674,1.1,2.3,0.462,4.5,10.7,15.2,1.1,0.9,2.3,1.9,4.4,11.6
2022,NBA,DeAndre Jordan,jordade01,33.0,PHI,C,16,1.0,214,5.4,9.1,0.593,0.0,0.0,,5.4,9.1,0.593,0.593,1.7,2.4,0.714,5.4,10.1,15.5,1.3,0.3,1.5,2.7,3.5,12.4
2022,NBA,Cory Joseph,josepco01,30.0,DET,PG,65,39.0,1600,4.0,9.0,0.445,1.5,3.5,0.414,2.5,5.5,0.465,0.526,2.3,2.5,0.885,0.7,3.3,3.9,5.3,0.9,0.4,1.9,3.3,11.7
2022,NBA,Georgios Kalaitzakis,kalaige01,23.0,2TM,SF,13,4.0,214,5.2,11.3,0.463,1.7,4.4,0.385,3.5,6.9,0.512,0.537,2.4,5.0,0.467,1.0,2.5,3.5,2.0,1.9,0.3,3.4,3.2,14.5
2022,NBA,Georgios Kalaitzakis,kalaige01,23.0,MIL,SF,9,0.0,48,3.7,8.2,0.455,1.5,3.0,0.5,2.3,5.2,0.429,0.545,3.0,6.8,0.444,3.0,3.0,6.0,0.0,0.7,0.7,3.0,6.0,12.0
2022,NBA,Georgios Kalaitzakis,kalaige01,23.0,OKC,SF,4,4.0,166,5.6,12.1,0.464,1.7,4.8,0.364,3.9,7.4,0.529,0.536,2.2,4.6,0.476,0.4,2.4,2.8,2.6,2.2,0.2,3.5,2.4,15.2
2022,NBA,Frank Kaminsky,kaminfr01,28.0,PHO,C,9,0.0,181,7.2,13.1,0.545,1.0,3.0,0.333,6.2,10.1,0.608,0.583,3.6,4.0,0.9,2.2,6.0,8.2,2.6,1.6,1.4,1.0,2.8,18.9
2022,NBA,Enes Freedom,kanteen01,29.0,BOS,C,35,1.0,411,4.5,8.5,0.526,0.2,0.4,0.4,4.3,8.1,0.533,0.536,2.1,2.5,0.857,5.3,8.7,14.0,0.7,0.4,1.2,1.8,3.7,11.2
2022,NBA,Luke Kennard,kennalu01,25.0,LAC,SG,70,13.0,1919,5.4,12.0,0.449,3.6,7.9,0.449,1.8,4.1,0.449,0.598,1.3,1.4,0.896,0.4,3.9,4.3,2.7,0.8,0.1,1.1,1.9,15.6
2022,NBA,Braxton Key,keybr01,24.0,2TM,SF,11,0.0,197,6.0,13.2,0.458,1.1,3.8,0.286,4.9,9.3,0.529,0.5,1.3,2.4,0.538,2.4,6.8,9.1,2.0,1.8,2.0,2.0,4.8,14.4
2022,NBA,Braxton Key,keybr01,24.0,PHI,SF,2,0.0,6,6.0,12.0,0.5,0.0,6.0,0.0,6.0,6.0,1.0,0.5,0.0,0.0,,6.0,6.0,12.0,6.0,6.0,0.0,12.0,6.0,12.0
2022,NBA,Braxton Key,keybr01,24.0,DET,SF,9,0.0,191,6.0,13.2,0.457,1.1,3.8,0.3,4.9,9.4,0.52,0.5,1.3,2.5,0.538,2.3,6.8,9.0,1.9,1.7,2.1,1.7,4.7,14.5
2022,NBA,George King,kingge03,28.0,DAL,SF,4,0.0,19,0.0,9.5,0.0,0.0,7.6,0.0,0.0,1.9,0.0,0.0,1.9,3.8,0.5,0.0,9.5,9.5,0.0,0.0,0.0,1.9,7.6,1.9
2022,NBA,Louis King,kinglo02,22.0,SAC,SF,10,0.0,104,5.2,16.3,0.319,2.8,9.3,0.296,2.4,6.9,0.35,0.404,2.4,3.5,0.7,0.0,4.2,4.2,3.1,0.7,0.3,0.0,4.8,15.6
2022,NBA,Corey Kispert,kispeco01,22.0,WAS,SF,77,36.0,1801,4.7,10.3,0.455,2.2,6.4,0.35,2.4,3.9,0.629,0.564,1.1,1.2,0.871,1.1,3.1,4.2,1.7,0.7,0.4,1.0,1.9,12.7
2022,NBA,Maxi Kleber,klebima01,30.0,DAL,PF,59,21.0,1450,3.5,8.8,0.398,2.1,6.3,0.325,1.4,2.5,0.586,0.516,1.1,1.6,0.708,1.7,7.0,8.7,1.7,0.7,1.4,1.2,3.4,10.2
2022,NBA,Brandon Knight,knighbr03,30.0,DAL,PG,5,0.0,65,5.5,13.8,0.4,2.2,9.4,0.235,3.3,4.4,0.75,0.48,4.4,4.4,1.0,0.0,4.4,4.4,4.4,0.6,0.0,2.2,2.8,17.7
2022,NBA,Nathan Knight,knighna01,24.0,MIN,PF,37,2.0,267,6.1,11.9,0.511,0.5,1.8,0.308,5.5,10.1,0.547,0.534,5.9,8.1,0.733,4.3,7.1,11.5,3.0,0.9,1.1,2.4,5.7,18.6
2022,NBA,Kevin Knox,knoxke01,22.0,2TM,SF,30,0.0,222,5.0,13.8,0.365,2.4,8.8,0.278,2.6,5.0,0.516,0.453,2.6,3.6,0.727,2.3,4.9,7.1,1.6,0.6,0.3,1.1,3.1,15.1
2022,NBA,Kevin Knox,knoxke01,22.0,NYK,SF,13,0.0,111,4.9,13.0,0.375,3.2,9.1,0.357,1.6,3.9,0.417,0.5,2.3,3.2,0.7,2.6,4.5,7.1,1.0,0.6,0.3,1.6,1.6,15.2
2022,NBA,Kevin Knox,knoxke01,22.0,ATL,SF,17,0.0,111,5.2,14.6,0.356,1.6,8.4,0.192,3.6,6.2,0.579,0.411,2.9,3.9,0.75,1.9,5.2,7.1,2.3,0.6,0.3,0.6,4.5,14.9
2022,NBA,John Konchar,konchjo01,25.0,MEM,SG,72,7.0,1292,3.8,7.3,0.515,1.4,3.5,0.413,2.3,3.8,0.61,0.615,0.8,1.4,0.551,2.4,6.7,9.2,3.0,1.3,0.6,0.8,2.5,9.7
2022,NBA,Furkan Korkmaz,korkmfu01,24.0,PHI,SG,67,19.0,1414,4.6,12.0,0.387,2.0,6.8,0.289,2.7,5.2,0.515,0.469,1.7,2.1,0.81,0.6,3.9,4.5,3.2,0.8,0.2,1.2,1.5,13.0
2022,NBA,Luke Kornet,kornelu01,26.0,3TM,C,15,0.0,103,4.5,9.4,0.481,0.0,1.7,0.0,4.5,7.7,0.591,0.481,1.4,2.1,0.667,4.5,5.6,10.1,3.1,1.0,1.0,0.0,3.1,10.5
2022,NBA,Luke Kornet,kornelu01,26.0,CLE,C,2,0.0,15,2.4,12.0,0.2,0.0,2.4,0.0,2.4,9.6,0.25,0.2,4.8,7.2,0.667,4.8,2.4,7.2,2.4,0.0,2.4,0.0,2.4,9.6
2022,NBA,Luke Kornet,kornelu01,26.0,MIL,C,1,0.0,3,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,,12.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0
2022,NBA,Luke Kornet,kornelu01,26.0,BOS,C,12,0.0,85,5.1,8.9,0.571,0.0,1.7,0.0,5.1,7.2,0.706,0.571,0.8,1.3,0.667,4.2,6.4,10.6,3.4,1.3,0.8,0.0,3.0,11.0
2022,NBA,Vit Krejci,krejcvi01,21.0,OKC,SG,30,8.0,690,3.5,8.7,0.407,1.7,5.1,0.327,1.9,3.6,0.522,0.503,1.0,1.1,0.864,0.9,4.3,5.3,3.0,1.0,0.4,1.5,3.4,9.8
2022,NBA,Arnoldas Kulboka,kulboar01,24.0,CHO,SF,2,0.0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
2022,NBA,Jonathan Kuminga,kuminjo01,19.0,GSW,SF,70,12.0,1185,7.2,14.0,0.513,1.5,4.5,0.336,5.7,9.4,0.598,0.567,3.9,5.8,0.684,1.6,5.5,7.1,1.9,0.9,0.7,2.2,4.4,19.8
2022,NBA,Kyle Kuzma,kuzmaky01,26.0,WAS,PF,66,66.0,2204,6.9,15.3,0.452,2.1,6.1,0.341,4.8,9.2,0.526,0.52,2.5,3.6,0.712,1.1,8.0,9.2,3.8,0.7,0.9,2.8,2.1,18.5
2022,NBA,Anthony Lamb,lamban01,24.0,SAS,SF,2,0.0,8,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.5,4.5,9.0,0.0,0.0,0.0,0.0,0.0
2022,NBA,Jeremy Lamb,lambje01,29.0,2TM,SF,56,0.0,935,5.1,13.4,0.383,2.1,6.5,0.324,3.0,6.8,0.441,0.463,3.4,4.1,0.84,1.0,4.9,5.9,3.1,1.2,0.8,1.4,2.3,15.8
2022,NBA,Jeremy Lamb,lambje01,29.0,IND,SF,39,0.0,613,5.0,13.4,0.373,2.3,6.9,0.333,2.7,6.5,0.414,0.458,3.9,4.7,0.838,0.9,4.6,5.5,3.0,1.4,0.8,1.4,2.6,16.2
2022,NBA,Jeremy Lamb,lambje01,29.0,SAC,SG,17,0.0,322,5.4,13.3,0.403,1.8,5.9,0.302,3.6,7.4,0.485,0.471,2.5,2.9,0.846,1.2,5.5,6.7,3.4,0.9,0.9,1.5,1.7,15.0
2022,NBA,Jock Landale,landajo01,26.0,SAS,C,54,1.0,589,6.2,12.5,0.495,1.8,5.4,0.326,4.4,7.0,0.626,0.566,2.1,2.5,0.829,3.9,4.6,8.4,2.8,0.6,0.9,1.9,3.2,16.2
2022,NBA,Romeo Langford,langfro01,22.0,2TM,SG,48,5.0,771,3.9,8.9,0.435,1.4,4.0,0.341,2.5,4.9,0.509,0.51,1.1,2.0,0.548,1.4,3.6,5.0,1.0,1.0,0.7,0.7,2.2,10.2
2022,NBA,Romeo Langford,langfro01,22.0,BOS,SG,44,5.0,728,3.9,9.1,0.429,1.4,4.1,0.349,2.5,5.0,0.495,0.508,1.0,1.7,0.588,1.5,3.7,5.1,0.9,1.0,0.8,0.8,2.3,10.2
2022,NBA,Romeo Langford,langfro01,22.0,SAS,SG,4,0.0,43,3.3,5.9,0.571,0.0,1.7,0.0,3.3,4.2,0.8,0.571,2.5,6.7,0.375,0.0,3.3,3.3,1.7,0.8,0.0,0.0,0.8,9.2
2022,NBA,Zach LaVine,lavinza01,26.0,CHI,SG,67,67.0,2328,8.7,18.3,0.476,2.9,7.3,0.389,5.9,11.0,0.534,0.554,4.9,5.8,0.853,0.3,4.4,4.8,4.7,0.6,0.4,2.6,1.9,25.3
2022,NBA,Jake Layman,laymaja01,27.0,MIN,SF,34,1.0,231,4.7,11.4,0.411,1.2,5.5,0.229,3.4,5.9,0.579,0.466,2.0,2.8,0.722,0.9,4.7,5.6,1.4,1.1,0.8,1.6,1.9,12.6
2022,NBA,Damion Lee,leeda03,29.0,GSW,SG,63,5.0,1256,4.8,11.0,0.441,1.8,5.4,0.337,3.0,5.6,0.541,0.523,1.9,2.1,0.88,0.8,5.0,5.8,1.8,1.1,0.2,1.1,2.7,13.4
2022,NBA,Saben Lee,leesa01,22.0,DET,PG,37,0.0,604,4.1,10.5,0.39,0.8,3.6,0.233,3.3,7.0,0.47,0.429,3.3,4.2,0.789,1.1,4.1,5.2,6.4,2.1,0.7,2.1,2.6,12.4
2022,NBA,Alex Len,lenal01,28.0,SAC,C,39,10.0,620,5.5,10.2,0.534,0.3,1.2,0.286,5.1,9.0,0.568,0.551,2.4,3.7,0.651,3.0,6.3,9.3,2.6,0.8,1.5,2.5,5.8,13.6
2022,NBA,Caris LeVert,leverca01,27.0,2TM,SG,58,49.0,1781,7.7,17.3,0.444,1.7,5.2,0.32,6.0,12.1,0.497,0.492,3.0,3.9,0.756,0.9,3.5,4.3,5.0,1.0,0.5,2.2,2.6,19.9
2022,NBA,Caris LeVert,leverca01,27.0,IND,SG,39,39.0,1214,8.2,18.4,0.447,1.8,5.6,0.323,6.4,12.8,0.501,0.496,3.3,4.3,0.76,0.9,3.6,4.4,5.1,1.0,0.5,2.2,2.7,21.6
2022,NBA,Caris LeVert,leverca01,27.0,CLE,SG,19,10.0,567,6.4,14.7,0.435,1.3,4.3,0.313,5.1,10.5,0.485,0.481,2.2,3.0,0.745,0.8,3.2,4.1,4.8,1.0,0.3,2.1,2.5,16.4
2022,NBA,Kira Lewis Jr.,lewiski01,20.0,NOP,PG,24,0.0,341,6.2,15.4,0.404,1.4,6.1,0.224,4.9,9.3,0.523,0.449,1.1,1.3,0.833,1.0,3.2,4.1,5.2,1.2,0.1,2.7,1.8,14.9
2022,NBA,Scottie Lewis,lewissc01,21.0,CHO,SG,2,0.0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,5.1,10.3,0.5,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,5.1
2022,NBA,Damian Lillard,lillada01,31.0,POR,PG,29,29.0,1056,7.6,18.8,0.402,3.1,9.7,0.324,4.4,9.1,0.485,0.486,5.4,6.2,0.878,0.4,3.6,4.1,7.2,0.6,0.4,2.8,1.3,23.7
2022,NBA,Nassir Little,littlna01,21.0,POR,SF,42,23.0,1088,4.8,10.4,0.46,1.7,5.1,0.331,3.1,5.3,0.584,0.541,2.3,3.1,0.734,1.9,5.9,7.8,1.8,0.8,1.2,1.3,2.7,13.6
2022,NBA,Isaiah Livers,liveris01,23.0,DET,SF,19,5.0,383,3.9,8.5,0.456,2.5,6.0,0.422,1.3,2.4,0.538,0.606,1.1,1.3,0.857,1.4,3.9,5.4,2.0,1.2,0.7,1.4,3.5,11.4
2022,NBA,Kevon Looney,looneke01,25.0,GSW,C,82,80.0,1732,4.3,7.6,0.571,0.0,0.0,0.0,4.3,7.5,0.573,0.571,1.6,2.6,0.6,4.3,8.1,12.4,3.4,1.0,1.1,1.4,4.5,10.2
2022,NBA,Brook Lopez,lopezbr01,33.0,MIL,C,13,11.0,298,7.4,15.8,0.466,2.3,6.4,0.358,5.1,9.4,0.538,0.538,2.4,2.8,0.87,2.3,4.1,6.4,0.7,1.0,1.8,1.4,4.1,19.4
2022,NBA,Robin Lopez,lopezro01,33.0,ORL,C,36,9.0,612,6.5,11.7,0.553,0.1,0.4,0.333,6.4,11.4,0.56,0.558,1.9,3.2,0.593,4.0,3.4,7.4,3.2,0.1,1.1,2.6,3.9,14.9
2022,NBA,Didi Louzada,louzama01,22.0,2TM,SF,9,1.0,129,3.3,9.2,0.364,2.5,6.4,0.391,0.8,2.8,0.3,0.5,0.6,0.6,1.0,1.4,3.3,4.7,1.4,0.6,0.6,1.4,3.6,9.8
2022,NBA,Didi Louzada,louzama01,22.0,NOP,SF,2,0.0,7,0.0,15.4,0.0,0.0,15.4,0.0,0.0,0.0,,0.0,0.0,0.0,,10.3,0.0,10.3,5.1,0.0,0.0,0.0,0.0,0.0
2022,NBA,Didi Louzada,louzama01,22.0,POR,SG,7,1.0,122,3.5,8.9,0.4,2.7,5.9,0.45,0.9,3.0,0.3,0.55,0.6,0.6,1.0,0.9,3.5,4.4,1.2,0.6,0.6,1.5,3.8,10.3
2022,NBA,Kevin Love,loveke01,33.0,CLE,C,74,4.0,1665,7.1,16.5,0.43,4.0,10.3,0.392,3.0,6.1,0.493,0.553,3.6,4.3,0.838,1.9,9.7,11.6,3.5,0.6,0.4,2.1,2.2,21.8
2022,NBA,Kyle Lowry,lowryky01,35.0,MIA,PG,63,63.0,2133,4.7,10.6,0.44,2.4,6.4,0.377,2.2,4.1,0.539,0.555,2.5,2.9,0.851,0.6,4.2,4.8,8.0,1.1,0.3,2.8,3.0,14.2
2022,NBA,Gabriel Lundberg,lundbga01,27.0,PHO,SG,4,0.0,44,4.1,15.5,0.263,2.5,6.5,0.375,1.6,9.0,0.182,0.342,0.0,0.0,,1.6,4.1,5.7,9.0,2.5,0.0,2.5,5.7,10.6
2022,NBA,Timothé Luwawu-Cabarrot,luwawti01,26.0,ATL,SF,52,18.0,685,3.9,9.8,0.398,2.3,6.4,0.361,1.6,3.4,0.469,0.516,1.8,2.2,0.854,0.9,3.4,4.3,2.1,0.9,0.3,1.1,4.0,11.9
2022,NBA,Trey Lyles,lylestr01,26.0,2TM,PF,75,23.0,1537,6.1,13.2,0.466,1.6,4.9,0.321,4.6,8.3,0.552,0.526,4.6,5.7,0.802,2.1,6.8,8.9,2.1,0.7,0.7,1.7,2.9,18.4
2022,NBA,Trey Lyles,lylestr01,26.0,DET,PF,51,3.0,990,6.4,14.0,0.456,1.6,5.3,0.301,4.8,8.7,0.55,0.513,5.0,6.4,0.784,2.2,6.7,8.9,2.1,0.8,0.9,2.0,3.3,19.3
2022,NBA,Trey Lyles,lylestr01,26.0,SAC,PF,24,20.0,547,5.7,11.7,0.489,1.5,4.1,0.365,4.2,7.6,0.557,0.553,3.8,4.4,0.851,1.9,7.0,8.9,2.0,0.5,0.4,1.3,2.1,16.7
2022,NBA,Théo Maledon,maledth01,20.0,OKC,PG,51,7.0,908,4.7,12.6,0.375,1.7,5.9,0.293,3.0,6.6,0.449,0.445,3.1,4.0,0.79,0.8,4.4,5.2,4.4,1.2,0.4,2.6,2.7,14.3
2022,NBA,Sandro Mamukelashvili,mamuksa01,22.0,MIL,PF,41,3.0,407,5.0,10.2,0.496,1.9,4.6,0.423,3.1,5.6,0.556,0.591,1.6,1.9,0.818,3.1,4.2,7.3,1.9,0.8,0.8,1.3,2.5,13.6
2022,NBA,Terance Mann,mannte01,25.0,LAC,SF,81,33.0,2317,5.2,10.7,0.484,1.2,3.2,0.365,4.0,7.5,0.535,0.539,2.0,2.5,0.78,1.6,5.0,6.6,3.2,0.9,0.3,1.3,2.8,13.5
2022,NBA,Tre Mann,manntr01,20.0,OKC,PG,60,26.0,1367,6.1,15.5,0.393,2.6,7.2,0.36,3.5,8.3,0.421,0.476,1.7,2.2,0.793,0.7,3.8,4.5,2.4,1.2,0.3,1.9,2.7,16.5
2022,NBA,Boban Marjanović,marjabo01,33.0,DAL,C,23,0.0,128,11.8,19.7,0.6,0.3,1.1,0.25,11.5,18.6,0.621,0.607,3.7,6.2,0.591,2.3,8.7,11.0,0.8,0.0,0.8,4.2,6.8,27.6
2022,NBA,Lauri Markkanen,markkla01,24.0,CLE,SF,61,61.0,1878,6.0,13.5,0.445,2.6,7.3,0.358,3.4,6.2,0.548,0.542,2.6,3.0,0.868,1.1,5.5,6.6,1.6,0.9,0.6,1.0,2.5,17.3
2022,NBA,Naji Marshall,marshna01,24.0,NOP,SF,55,4.0,735,5.3,13.2,0.405,1.0,5.1,0.2,4.3,8.0,0.537,0.444,3.6,4.6,0.796,1.9,5.1,7.0,3.0,1.6,0.4,2.3,3.4,15.3
2022,NBA,Caleb Martin,martica02,26.0,MIA,SF,60,12.0,1372,5.5,10.8,0.507,1.7,4.1,0.413,3.8,6.7,0.565,0.585,1.9,2.4,0.763,1.8,4.2,6.0,1.7,1.5,0.8,1.4,2.7,14.5
2022,NBA,Cody Martin,martico01,26.0,CHO,SF,71,11.0,1866,3.9,8.2,0.482,1.2,3.1,0.384,2.8,5.1,0.542,0.554,1.4,2.1,0.701,1.6,3.9,5.5,3.5,1.7,0.6,1.2,2.2,10.5
2022,NBA,Kelan Martin,martike03,26.0,2TM,SF,30,1.0,450,5.6,13.7,0.409,1.8,6.0,0.293,3.8,7.7,0.5,0.474,0.7,1.0,0.692,1.4,3.0,4.4,1.7,1.0,0.7,1.1,2.9,13.7
2022,NBA,Kelan Martin,martike03,26.0,IND,SF,27,1.0,444,5.7,13.6,0.417,1.8,6.0,0.297,3.9,7.6,0.511,0.482,0.7,1.1,0.692,1.3,3.0,4.3,1.7,1.1,0.7,1.1,2.9,13.9
2022,NBA,Kelan Martin,martike03,26.0,BOS,SF,3,0.0,6,0.0,18.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NBA,KJ Martin,martike04,21.0,HOU,SF,79,2.0,1656,6.1,11.4,0.533,1.3,3.7,0.357,4.8,7.7,0.617,0.591,1.7,2.7,0.634,1.7,4.7,6.5,2.2,0.7,0.9,1.3,2.5,15.1
2022,NBA,Garrison Mathews,mathega01,25.0,HOU,SG,65,33.0,1712,3.9,9.7,0.399,2.9,8.1,0.36,0.9,1.6,0.6,0.55,3.0,3.8,0.794,0.7,3.3,4.0,1.3,1.2,0.5,0.9,3.5,13.7
2022,NBA,Dakota Mathias,mathida01,26.0,MEM,SG,6,0.0,16,4.5,13.5,0.333,4.5,13.5,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.5,4.5,2.3,2.3,0.0,0.0,2.3,13.5
2022,NBA,Wesley Matthews,matthwe02,35.0,MIL,SG,49,14.0,1002,3.1,7.9,0.395,1.9,5.6,0.338,1.2,2.3,0.54,0.516,0.8,1.0,0.786,1.1,2.2,3.3,1.3,0.8,0.3,0.6,3.1,8.9
2022,NBA,Tyrese Maxey,maxeyty01,21.0,PHI,PG,75,74.0,2650,6.6,13.5,0.485,1.8,4.2,0.427,4.8,9.3,0.512,0.552,2.9,3.3,0.866,0.4,2.9,3.3,4.4,0.7,0.4,1.2,2.1,17.8
2022,NBA,Skylar Mays,mayssk01,24.0,ATL,SG,28,5.0,220,5.2,10.5,0.5,1.3,4.1,0.32,3.9,6.4,0.615,0.563,1.3,1.5,0.889,0.8,3.3,4.1,2.8,1.1,0.0,1.6,1.5,13.1
2022,NBA,Miles McBride,mcbrimi01,21.0,NYK,PG,40,2.0,372,3.1,10.5,0.296,1.6,6.6,0.25,1.5,3.9,0.375,0.375,0.8,1.2,0.667,0.4,3.7,4.1,4.0,1.4,0.1,0.5,4.4,8.6
2022,NBA,Mac McClung,mccluma01,23.0,2TM,PG,2,0.0,25,4.3,8.6,0.5,1.4,4.3,0.333,2.9,4.3,0.667,0.583,1.4,1.4,1.0,0.0,4.3,4.3,1.4,1.4,1.4,4.3,7.2,11.5
2022,NBA,Mac McClung,mccluma01,23.0,CHI,PG,1,0.0,3,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0
2022,NBA,Mac McClung,mccluma01,23.0,LAL,SG,1,0.0,22,3.3,8.2,0.4,1.6,4.9,0.333,1.6,3.3,0.5,0.5,1.6,1.6,1.0,0.0,4.9,4.9,1.6,1.6,1.6,3.3,8.2,9.8
2022,NBA,CJ McCollum,mccolcj01,30.0,2TM,PG,62,62.0,2145,9.0,19.5,0.46,3.1,7.9,0.388,5.9,11.7,0.509,0.539,1.9,2.9,0.682,0.9,3.6,4.5,5.3,1.2,0.4,2.1,2.0,23.0
2022,NBA,CJ McCollum,mccolcj01,30.0,POR,SG,36,36.0,1267,8.2,18.9,0.436,3.2,8.2,0.384,5.1,10.7,0.476,0.52,1.4,1.9,0.706,1.0,3.4,4.3,4.6,1.0,0.6,2.0,2.2,21.0
2022,NBA,CJ McCollum,mccolcj01,30.0,NOP,PG,26,26.0,878,10.1,20.5,0.493,2.9,7.4,0.394,7.2,13.1,0.549,0.564,2.8,4.2,0.667,0.8,4.0,4.8,6.2,1.4,0.0,2.3,1.8,25.9
2022,NBA,T.J. McConnell,mccontj01,29.0,IND,PG,27,8.0,652,5.5,11.5,0.481,0.6,1.8,0.303,5.0,9.7,0.514,0.505,1.0,1.3,0.826,1.1,3.9,5.0,7.2,1.6,0.6,1.6,2.9,12.6
2022,NBA,Jalen McDaniels,mcdanja01,24.0,CHO,SF,55,2.0,895,4.9,10.2,0.484,1.6,4.3,0.38,3.3,5.9,0.562,0.565,2.1,2.9,0.736,1.5,5.3,6.8,2.3,1.0,0.9,1.4,3.7,13.7
2022,NBA,Jaden McDaniels,mcdanja02,21.0,MIN,PF,70,31.0,1803,5.1,11.1,0.46,1.6,5.0,0.317,3.5,6.0,0.579,0.532,1.1,1.4,0.803,1.5,4.3,5.9,1.6,1.0,1.1,1.5,4.5,12.9
2022,NBA,Doug McDermott,mcderdo01,30.0,SAS,PF,51,51.0,1223,6.3,13.7,0.462,3.2,7.5,0.422,3.1,6.2,0.512,0.578,1.2,1.5,0.784,0.5,2.9,3.4,1.9,0.4,0.2,1.3,2.3,17.0
2022,NBA,JaVale McGee,mcgeeja01,34.0,PHO,C,74,17.0,1172,8.8,14.1,0.629,0.1,0.3,0.222,8.8,13.8,0.637,0.631,3.1,4.5,0.699,5.0,10.2,15.2,1.3,0.7,2.5,3.0,5.6,20.9
2022,NBA,Cameron McGriff,mcgrica01,24.0,POR,SF,3,0.0,46,3.9,11.0,0.357,1.6,4.7,0.333,2.3,6.3,0.375,0.429,1.6,1.6,1.0,4.7,7.0,11.7,2.3,0.0,0.8,0.0,5.5,11.0
2022,NBA,Rodney McGruder,mcgruro01,30.0,DET,SG,51,2.0,754,4.7,10.7,0.436,2.8,7.0,0.397,1.9,3.8,0.506,0.564,0.9,1.2,0.731,1.5,3.8,5.3,2.3,1.0,0.3,1.1,2.8,13.0
2022,NBA,Alfonzo McKinnie,mckinal01,29.0,CHI,SF,17,3.0,206,4.2,10.7,0.393,1.6,4.7,0.333,2.6,5.9,0.441,0.467,0.3,1.4,0.25,2.3,3.5,5.8,0.9,0.3,0.5,1.2,4.5,10.3
2022,NBA,JaQuori McLaughlin,mclauja01,24.0,DAL,PG,4,0.0,11,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.3,0.0
2022,NBA,Jordan McLaughlin,mclaujo01,25.0,MIN,PG,62,3.0,902,3.5,8.0,0.44,1.1,3.4,0.318,2.4,4.6,0.53,0.508,1.2,1.6,0.75,0.9,2.9,3.8,7.2,2.3,0.4,1.5,2.2,9.3
